taxist_id,date,orders_cnt,total_cost,total_service_fee,auto_id,tariff,rent_cost,driver_income,company_income
3,2024-09-25,7,9724,1944.8000000000002,850,комфорт,2300,5479.2,4244.8
3,2024-09-27,3,3552,710.4,850,комфорт,2300,541.5999999999999,3010.4
3,2024-09-28,10,12373,2474.6000000000004,850,комфорт,2300,7598.4,4774.6
4,2024-09-01,8,7310,1462.0,940,эконом,1600,4248.0,3062.0
4,2024-09-02,15,6852,1370.4,940,эконом,1600,3881.6000000000004,2970.4
4,2024-09-03,8,3692,738.4000000000001,940,эконом,1600,1353.6,2338.4
4,2024-09-04,9,5466,1093.2,940,эконом,1600,2772.8,2693.2
4,2024-09-05,11,6537,1307.4,940,эконом,1600,3629.6000000000004,2907.4
4,2024-09-06,12,8319,1663.8,940,эконом,1600,5055.2,3263.8
4,2024-09-07,14,8608,1721.6000000000001,940,эконом,1600,5286.4,3321.6000000000004
4,2024-09-08,7,5357,1071.4,940,эконом,1600,2685.6000000000004,2671.4
4,2024-09-11,7,5183,1036.6,940,эконом,1600,2546.3999999999996,2636.6
4,2024-09-12,6,6743,1348.6000000000001,940,эконом,1600,3794.3999999999996,2948.6000000000004
4,2024-09-14,10,6608,1321.6000000000001,940,эконом,1600,3686.3999999999996,2921.6000000000004
4,2024-09-15,9,5421,1084.2,940,эконом,1600,2736.8,2684.2
4,2024-09-16,13,6383,1276.6,940,эконом,1600,3506.3999999999996,2876.6
4,2024-09-18,11,5492,1098.4,940,эконом,1600,2793.6000000000004,2698.4
4,2024-09-19,8,4868,973.6,940,эконом,1600,2294.4,2573.6
4,2024-09-20,14,9452,1890.4,940,эконом,1600,5961.6,3490.4
4,2024-09-21,16,13261,2652.2000000000003,940,эконом,1600,9008.8,4252.200000000001
4,2024-09-22,14,9299,1859.8000000000002,940,эконом,1600,5839.2,3459.8
4,2024-09-23,7,2712,542.4,940,эконом,1600,569.5999999999999,2142.4
4,2024-09-24,14,9747,1949.4,940,эконом,1600,6197.6,3549.4
4,2024-09-25,11,6859,1371.8000000000002,940,эконом,1600,3887.2,2971.8
4,2024-09-26,14,9061,1812.2,940,эконом,1600,5648.8,3412.2
4,2024-09-30,13,8692,1738.3999999999999,940,эконом,1600,5353.6,3338.3999999999996
5,2024-09-01,8,5746,1149.2,1439,комфорт,1650,2946.8,2799.2
5,2024-09-02,6,7194,1438.8000000000002,1439,комфорт,1650,4105.2,3088.8
5,2024-09-03,10,10289,2057.8,1439,комфорт,1650,6581.200000000001,3707.8
5,2024-09-05,8,5721,1144.2,1439,комфорт,1650,2926.8,2794.2
5,2024-09-06,7,8796,1759.2,1439,комфорт,1650,5386.8,3409.2
5,2024-09-07,7,7481,1496.2,1439,комфорт,1650,4334.8,3146.2
5,2024-09-08,5,5053,1010.6,1439,комфорт,1650,2392.4,2660.6
5,2024-09-09,9,11731,2346.2,1439,комфорт,1650,7734.799999999999,3996.2
5,2024-09-10,7,7567,1513.4,1439,комфорт,1650,4403.6,3163.4
5,2024-09-11,8,9021,1804.2,1439,комфорт,1650,5566.8,3454.2
5,2024-09-12,14,24541,4908.2,1439,комфорт,1650,17982.8,6558.2
5,2024-09-16,4,6828,1365.6000000000001,1439,комфорт,1650,3812.3999999999996,3015.6000000000004
5,2024-09-18,9,11206,2241.2,1439,комфорт,1650,7314.799999999999,3891.2
5,2024-09-19,3,3086,617.2,1439,комфорт,1650,818.8000000000002,2267.2
5,2024-09-20,4,4841,968.2,1439,комфорт,1650,2222.8,2618.2
5,2024-09-21,6,5219,1043.8,1439,комфорт,1650,2525.2,2693.8
5,2024-09-22,8,9244,1848.8,1439,комфорт,1650,5745.2,3498.8
5,2024-09-24,7,7784,1556.8,1439,комфорт,1650,4577.2,3206.8
5,2024-09-26,10,12304,2460.8,1439,комфорт,1650,8193.2,4110.8
5,2024-09-27,8,12454,2490.8,1439,комфорт,1650,8313.2,4140.8
5,2024-09-28,6,5621,1124.2,1439,комфорт,1650,2846.8,2774.2
5,2024-09-29,7,11062,2212.4,1439,комфорт,1650,7199.6,3862.4
6,2024-09-03,10,4757,951.4000000000001,641,эконом,1400,2405.6,2351.4
6,2024-09-05,12,9724,1944.8000000000002,641,эконом,1400,6379.2,3344.8
6,2024-09-08,11,8962,1792.4,641,эконом,1400,5769.6,3192.4
6,2024-09-12,9,5496,1099.2,641,эконом,1400,2996.8,2499.2
6,2024-09-13,8,5039,1007.8,641,эконом,1400,2631.2,2407.8
6,2024-09-14,14,13293,2658.6000000000004,641,эконом,1400,9234.4,4058.6000000000004
6,2024-09-15,14,8590,1718.0,641,эконом,1400,5472.0,3118.0
6,2024-09-18,12,9455,1891.0,641,эконом,1400,6164.0,3291.0
6,2024-09-19,13,8767,1753.4,641,эконом,1400,5613.6,3153.4
6,2024-09-20,16,10572,2114.4,641,эконом,1400,7057.6,3514.4
6,2024-09-21,19,13468,2693.6,641,эконом,1400,9374.4,4093.6
6,2024-09-22,10,6833,1366.6,641,эконом,1400,4066.3999999999996,2766.6
6,2024-09-23,8,4667,933.4000000000001,641,эконом,1400,2333.6,2333.4
6,2024-09-24,11,6320,1264.0,641,эконом,1400,3656.0,2664.0
6,2024-09-25,11,8146,1629.2,641,эконом,1400,5116.8,3029.2
6,2024-09-26,17,10194,2038.8,641,эконом,1400,6755.2,3438.8
6,2024-09-27,10,4000,800.0,641,эконом,1400,1800.0,2200.0
6,2024-09-28,14,8729,1745.8,641,эконом,1400,5583.2,3145.8
6,2024-09-29,23,18892,3778.4,641,эконом,1400,13713.6,5178.4
6,2024-09-30,12,7840,1568.0,641,эконом,1400,4872.0,2968.0
7,2024-09-01,14,7668,1533.6,1013,эконом,1700,4434.4,3233.6
7,2024-09-03,12,9581,1916.2,1013,эконом,1700,5964.8,3616.2
7,2024-09-04,14,11129,2225.8,1013,эконом,1700,7203.200000000001,3925.8
7,2024-09-05,21,14142,2828.4,1013,эконом,1700,9613.6,4528.4
7,2024-09-06,22,16328,3265.6,1013,эконом,1700,11362.4,4965.6
7,2024-09-08,17,12207,2441.4,1013,эконом,1700,8065.6,4141.4
7,2024-09-10,14,10796,2159.2,1013,эконом,1700,6936.799999999999,3859.2
7,2024-09-13,21,14882,2976.4,1013,эконом,1700,10205.6,4676.4
7,2024-09-16,15,9104,1820.8000000000002,1013,эконом,1700,5583.2,3520.8
7,2024-09-21,14,8317,1663.4,1013,эконом,1700,4953.6,3363.4
7,2024-09-22,18,10560,2112.0,1013,эконом,1700,6748.0,3812.0
7,2024-09-24,12,6066,1213.2,1013,эконом,1700,3152.8,2913.2
7,2024-09-26,15,12466,2493.2000000000003,1013,эконом,1700,8272.8,4193.200000000001
7,2024-09-27,16,8192,1638.4,1013,эконом,1700,4853.6,3338.4
7,2024-09-28,17,14564,2912.8,1013,эконом,1700,9951.2,4612.8
7,2024-09-30,15,13407,2681.4,1013,эконом,1700,9025.6,4381.4
8,2024-09-01,4,5076,1015.2,287,комфорт,2400,1660.8000000000002,3415.2
8,2024-09-02,8,12356,2471.2000000000003,287,комфорт,2400,7484.799999999999,4871.200000000001
8,2024-09-04,6,6055,1211.0,287,комфорт,2400,2444.0,3611.0
8,2024-09-05,5,6927,1385.4,287,комфорт,2400,3141.6000000000004,3785.4
8,2024-09-06,11,13975,2795.0,287,комфорт,2400,8780.0,5195.0
8,2024-09-07,11,15040,3008.0,287,комфорт,2400,9632.0,5408.0
8,2024-09-08,7,10442,2088.4,287,комфорт,2400,5953.6,4488.4
8,2024-09-09,4,3998,799.6000000000001,287,комфорт,2400,798.3999999999996,3199.6000000000004
8,2024-09-10,11,13681,2736.2,287,комфорт,2400,8544.8,5136.2
8,2024-09-11,12,13970,2794.0,287,комфорт,2400,8776.0,5194.0
8,2024-09-12,9,10375,2075.0,287,комфорт,2400,5900.0,4475.0
8,2024-09-15,5,4497,899.4,287,комфорт,2400,1197.6,3299.4
8,2024-09-17,9,14431,2886.2000000000003,287,комфорт,2400,9144.8,5286.200000000001
8,2024-09-18,6,6517,1303.4,287,комфорт,2400,2813.6000000000004,3703.4
8,2024-09-23,8,10569,2113.8,287,комфорт,2400,6055.200000000001,4513.8
8,2024-09-24,9,12032,2406.4,287,комфорт,2400,7225.6,4806.4
8,2024-09-26,5,8121,1624.2000000000003,287,комфорт,2400,4096.799999999999,4024.2000000000003
8,2024-09-28,6,4066,813.2,287,комфорт,2400,852.8000000000002,3213.2
8,2024-09-29,6,8243,1648.6000000000001,287,комфорт,2400,4194.4,4048.6000000000004
9,2024-09-01,9,7023,1404.6,596,эконом,1200,4418.4,2604.6
9,2024-09-02,10,7183,1436.6,596,эконом,1200,4546.4,2636.6
9,2024-09-03,10,7680,1536.0,596,эконом,1200,4944.0,2736.0
9,2024-09-04,13,14369,2873.8,596,эконом,1200,10295.2,4073.8
9,2024-09-05,6,4205,841.0,596,эконом,1200,2164.0,2041.0
9,2024-09-06,8,6553,1310.6,596,эконом,1200,4042.3999999999996,2510.6
9,2024-09-07,9,8440,1688.0,596,эконом,1200,5552.0,2888.0
9,2024-09-08,13,10601,2120.2,596,эконом,1200,7280.799999999999,3320.2
9,2024-09-11,15,10112,2022.4,596,эконом,1200,6889.6,3222.4
9,2024-09-12,10,6212,1242.4,596,эконом,1200,3769.6000000000004,2442.4
9,2024-09-13,15,8587,1717.4,596,эконом,1200,5669.6,2917.4
9,2024-09-14,8,4064,812.8000000000001,596,эконом,1200,2051.2,2012.8000000000002
9,2024-09-15,10,6254,1250.8,596,эконом,1200,3803.2,2450.8
9,2024-09-16,10,7685,1537.0,596,эконом,1200,4948.0,2737.0
9,2024-09-17,12,8041,1608.2,596,эконом,1200,5232.8,2808.2
9,2024-09-18,4,2377,475.4,596,эконом,1200,701.5999999999999,1675.4
9,2024-09-21,7,3807,761.4,596,эконом,1200,1845.6,1961.4
9,2024-09-22,7,3563,712.6,596,эконом,1200,1650.4,1912.6
9,2024-09-23,7,3784,756.8000000000001,596,эконом,1200,1827.1999999999998,1956.8000000000002
9,2024-09-24,11,8539,1707.8,596,эконом,1200,5631.2,2907.8
9,2024-09-26,8,5018,1003.6,596,эконом,1200,2814.4,2203.6
9,2024-09-27,10,5864,1172.8,596,эконом,1200,3491.2,2372.8
9,2024-09-28,7,2868,573.6,596,эконом,1200,1094.4,1773.6
9,2024-09-29,12,6458,1291.6000000000001,596,эконом,1200,3966.3999999999996,2491.6000000000004
9,2024-09-30,8,4501,900.2,596,эконом,1200,2400.8,2100.2
10,2024-09-01,10,6996,1399.2,1600,эконом,1350,4246.8,2749.2
10,2024-09-04,7,2215,443.0,1600,эконом,1350,422.0,1793.0
10,2024-09-05,6,3170,634.0,1600,эконом,1350,1186.0,1984.0
10,2024-09-08,11,6858,1371.6000000000001,1600,эконом,1350,4136.4,2721.6000000000004
10,2024-09-09,3,1526,305.20000000000005,1600,эконом,1350,-129.20000000000005,1655.2
10,2024-09-10,12,7431,1486.2,1600,эконом,1350,4594.8,2836.2
10,2024-09-12,11,6289,1257.8000000000002,1600,эконом,1350,3681.2,2607.8
10,2024-09-13,8,6833,1366.6000000000001,1600,эконом,1350,4116.4,2716.6000000000004
10,2024-09-14,12,8446,1689.2,1600,эконом,1350,5406.8,3039.2
10,2024-09-15,9,8604,1720.8,1600,эконом,1350,5533.2,3070.8
10,2024-09-16,8,6675,1335.0,1600,эконом,1350,3990.0,2685.0
10,2024-09-17,7,3668,733.6,1600,эконом,1350,1584.4,2083.6
10,2024-09-18,11,8784,1756.8,1600,эконом,1350,5677.2,3106.8
10,2024-09-20,8,4066,813.2,1600,эконом,1350,1902.8000000000002,2163.2
10,2024-09-21,11,10580,2116.0,1600,эконом,1350,7114.0,3466.0
10,2024-09-22,5,4410,882.0000000000001,1600,эконом,1350,2178.0,2232.0
10,2024-09-23,6,3004,600.8,1600,эконом,1350,1053.1999999999998,1950.8
10,2024-09-24,5,2951,590.2,1600,эконом,1350,1010.8000000000002,1940.2
10,2024-09-25,12,7494,1498.8000000000002,1600,эконом,1350,4645.2,2848.8
10,2024-09-26,9,7329,1465.8000000000002,1600,эконом,1350,4513.2,2815.8
10,2024-09-27,4,1929,385.8,1600,эконом,1350,193.20000000000005,1735.8
10,2024-09-28,8,4748,949.6,1600,эконом,1350,2448.4,2299.6
10,2024-09-29,7,2391,478.20000000000005,1600,эконом,1350,562.8,1828.2
10,2024-09-30,3,937,187.4,1600,эконом,1350,-600.4,1537.4
11,2024-09-01,9,11785,2357.0,247,комфорт+,3000,6428.0,5357.0
11,2024-09-02,5,7607,1521.4,247,комфорт+,3000,3085.6000000000004,4521.4
11,2024-09-03,4,4185,837.0,247,комфорт+,3000,348.0,3837.0
11,2024-09-04,5,7114,1422.8000000000002,247,комфорт+,3000,2691.2,4422.8
11,2024-09-05,15,29064,5812.8,247,комфорт+,3000,20251.2,8812.8
11,2024-09-08,11,16729,3345.8,247,комфорт+,3000,10383.2,6345.8
11,2024-09-10,6,10309,2061.8,247,комфорт+,3000,5247.200000000001,5061.8
11,2024-09-11,6,10323,2064.6,247,комфорт+,3000,5258.4,5064.6
11,2024-09-12,3,7494,1498.8,247,комфорт+,3000,2995.2,4498.8
11,2024-09-13,3,6491,1298.2000000000003,247,комфорт+,3000,2192.7999999999993,4298.200000000001
11,2024-09-18,9,10287,2057.4,247,комфорт+,3000,5229.6,5057.4
11,2024-09-19,9,9182,1836.4,247,комфорт+,3000,4345.6,4836.4
11,2024-09-21,10,9923,1984.6000000000001,247,комфорт+,3000,4938.4,4984.6
11,2024-09-23,8,9493,1898.6000000000001,247,комфорт+,3000,4594.4,4898.6
11,2024-09-26,11,16323,3264.6,247,комфорт+,3000,10058.4,6264.6
11,2024-09-27,5,8824,1764.8,247,комфорт+,3000,4059.2,4764.8
11,2024-09-28,7,12635,2527.0,247,комфорт+,3000,7108.0,5527.0
11,2024-09-29,6,8104,1620.8000000000002,247,комфорт+,3000,3483.2,4620.8
11,2024-09-30,6,9558,1911.6,247,комфорт+,3000,4646.4,4911.6
12,2024-09-02,5,5367,1073.4,1305,комфорт+,3000,1293.6000000000004,4073.4
12,2024-09-03,1,1952,390.4,1305,комфорт+,3000,-1438.4,3390.4
12,2024-09-04,5,7028,1405.6000000000001,1305,комфорт+,3000,2622.3999999999996,4405.6
12,2024-09-05,5,6549,1309.8,1305,комфорт+,3000,2239.2,4309.8
12,2024-09-06,4,8463,1692.6000000000001,1305,комфорт+,3000,3770.3999999999996,4692.6
12,2024-09-07,5,9253,1850.6000000000001,1305,комфорт+,3000,4402.4,4850.6
12,2024-09-08,7,7516,1503.2000000000003,1305,комфорт+,3000,3012.7999999999993,4503.200000000001
12,2024-09-09,7,9083,1816.6,1305,комфорт+,3000,4266.4,4816.6
12,2024-09-10,6,5405,1081.0,1305,комфорт+,3000,1324.0,4081.0
12,2024-09-11,4,7949,1589.8000000000002,1305,комфорт+,3000,3359.2,4589.8
12,2024-09-12,6,6864,1372.8,1305,комфорт+,3000,2491.2,4372.8
12,2024-09-13,4,6016,1203.2,1305,комфорт+,3000,1812.8000000000002,4203.2
12,2024-09-14,6,9423,1884.6000000000001,1305,комфорт+,3000,4538.4,4884.6
12,2024-09-15,6,8768,1753.6000000000001,1305,комфорт+,3000,4014.3999999999996,4753.6
12,2024-09-16,3,4892,978.4000000000001,1305,комфорт+,3000,913.5999999999999,3978.4
12,2024-09-17,3,5857,1171.4,1305,комфорт+,3000,1685.6000000000004,4171.4
12,2024-09-18,5,7498,1499.6000000000001,1305,комфорт+,3000,2998.3999999999996,4499.6
12,2024-09-19,7,11432,2286.4,1305,комфорт+,3000,6145.6,5286.4
12,2024-09-21,3,3773,754.6,1305,комфорт+,3000,18.40000000000009,3754.6
12,2024-09-22,2,2027,405.40000000000003,1305,комфорт+,3000,-1378.4,3405.4
12,2024-09-24,7,8330,1666.0,1305,комфорт+,3000,3664.0,4666.0
12,2024-09-25,6,8882,1776.4,1305,комфорт+,3000,4105.6,4776.4
12,2024-09-26,15,22909,4581.8,1305,комфорт+,3000,15327.2,7581.8
12,2024-09-27,6,9087,1817.4,1305,комфорт+,3000,4269.6,4817.4
12,2024-09-28,5,7363,1472.6,1305,комфорт+,3000,2890.3999999999996,4472.6
12,2024-09-30,2,4573,914.6,1305,комфорт+,3000,658.4000000000001,3914.6
13,2024-09-01,12,11036,2207.2000000000003,345,эконом,1800,7028.799999999999,4007.2000000000003
13,2024-09-02,12,7901,1580.2,345,эконом,1800,4520.8,3380.2
13,2024-09-03,13,6044,1208.8,345,эконом,1800,3035.2,3008.8
13,2024-09-04,9,6642,1328.4,345,эконом,1800,3513.6000000000004,3128.4
13,2024-09-05,15,9309,1861.8000000000002,345,эконом,1800,5647.2,3661.8
13,2024-09-07,16,12198,2439.6,345,эконом,1800,7958.4,4239.6
13,2024-09-08,12,7259,1451.8,345,эконом,1800,4007.2,3251.8
13,2024-09-09,7,5319,1063.8000000000002,345,эконом,1800,2455.2,2863.8
13,2024-09-11,13,7470,1494.0,345,эконом,1800,4176.0,3294.0
13,2024-09-12,19,10995,2199.0,345,эконом,1800,6996.0,3999.0
13,2024-09-13,16,11090,2218.0,345,эконом,1800,7072.0,4018.0
13,2024-09-15,9,4908,981.6,345,эконом,1800,2126.4,2781.6
13,2024-09-16,13,8099,1619.8,345,эконом,1800,4679.2,3419.8
13,2024-09-19,12,9293,1858.6000000000001,345,эконом,1800,5634.4,3658.6000000000004
13,2024-09-20,11,9356,1871.2,345,эконом,1800,5684.8,3671.2
13,2024-09-21,15,8911,1782.2,345,эконом,1800,5328.8,3582.2
13,2024-09-22,5,3571,714.2,345,эконом,1800,1056.8000000000002,2514.2
13,2024-09-23,10,5535,1107.0,345,эконом,1800,2628.0,2907.0
13,2024-09-24,10,5694,1138.8,345,эконом,1800,2755.2,2938.8
13,2024-09-25,8,2988,597.6,345,эконом,1800,590.4000000000001,2397.6
13,2024-09-27,11,6802,1360.4,345,эконом,1800,3641.6000000000004,3160.4
13,2024-09-30,19,11618,2323.6,345,эконом,1800,7494.4,4123.6
14,2024-09-01,18,15480,3096.0,784,эконом,1400,10984.0,4496.0
14,2024-09-02,11,7915,1583.0,784,эконом,1400,4932.0,2983.0
14,2024-09-05,12,6413,1282.6000000000001,784,эконом,1400,3730.3999999999996,2682.6000000000004
14,2024-09-06,11,10471,2094.2000000000003,784,эконом,1400,6976.799999999999,3494.2000000000003
14,2024-09-08,15,8006,1601.2,784,эконом,1400,5004.8,3001.2
14,2024-09-11,12,6625,1325.0,784,эконом,1400,3900.0,2725.0
14,2024-09-16,15,8430,1686.0,784,эконом,1400,5344.0,3086.0
14,2024-09-17,14,9947,1989.4,784,эконом,1400,6557.6,3389.4
14,2024-09-20,10,5575,1115.0,784,эконом,1400,3060.0,2515.0
14,2024-09-21,13,11498,2299.6,784,эконом,1400,7798.4,3699.6
14,2024-09-22,17,17639,3527.8,784,эконом,1400,12711.2,4927.8
14,2024-09-24,19,10370,2074.0,784,эконом,1400,6896.0,3474.0
14,2024-09-25,13,10235,2047.0,784,эконом,1400,6788.0,3447.0
14,2024-09-26,18,10441,2088.2000000000003,784,эконом,1400,6952.799999999999,3488.2000000000003
14,2024-09-29,11,8981,1796.2,784,эконом,1400,5784.8,3196.2
14,2024-09-30,15,8857,1771.4,784,эконом,1400,5685.6,3171.4
15,2024-09-01,9,10476,2095.2000000000003,1467,комфорт,1650,6730.799999999999,3745.2000000000003
15,2024-09-02,5,6224,1244.8000000000002,1467,комфорт,1650,3329.2,2894.8
15,2024-09-03,8,9964,1992.8000000000002,1467,комфорт,1650,6321.2,3642.8
15,2024-09-04,6,8133,1626.6,1467,комфорт,1650,4856.4,3276.6
15,2024-09-06,8,10701,2140.2000000000003,1467,комфорт,1650,6910.799999999999,3790.2000000000003
15,2024-09-07,5,5295,1059.0,1467,комфорт,1650,2586.0,2709.0
15,2024-09-08,11,13769,2753.8,1467,комфорт,1650,9365.2,4403.8
15,2024-09-10,5,4272,854.4,1467,комфорт,1650,1767.6,2504.4
15,2024-09-11,8,10530,2106.0,1467,комфорт,1650,6774.0,3756.0
15,2024-09-13,4,4278,855.6,1467,комфорт,1650,1772.4,2505.6
15,2024-09-14,3,5066,1013.2,1467,комфорт,1650,2402.8,2663.2
15,2024-09-15,6,7399,1479.8,1467,комфорт,1650,4269.2,3129.8
15,2024-09-16,7,11154,2230.8,1467,комфорт,1650,7273.200000000001,3880.8
15,2024-09-17,8,9149,1829.8,1467,комфорт,1650,5669.2,3479.8
15,2024-09-19,9,9947,1989.4,1467,комфорт,1650,6307.6,3639.4
15,2024-09-20,10,10017,2003.4,1467,комфорт,1650,6363.6,3653.4
15,2024-09-21,6,8372,1674.4,1467,комфорт,1650,5047.6,3324.4
15,2024-09-23,9,13063,2612.6000000000004,1467,комфорт,1650,8800.4,4262.6
15,2024-09-24,4,5808,1161.6,1467,комфорт,1650,2996.3999999999996,2811.6
15,2024-09-26,3,3419,683.8000000000001,1467,комфорт,1650,1085.1999999999998,2333.8
15,2024-09-27,14,13187,2637.4,1467,комфорт,1650,8899.6,4287.4
15,2024-09-28,10,13397,2679.4,1467,комфорт,1650,9067.6,4329.4
15,2024-09-30,7,7122,1424.4,1467,комфорт,1650,4047.6000000000004,3074.4
16,2024-09-01,11,7005,1401.0,414,эконом,1350,4254.0,2751.0
16,2024-09-02,13,7560,1512.0,414,эконом,1350,4698.0,2862.0
16,2024-09-03,8,5242,1048.4,414,эконом,1350,2843.6000000000004,2398.4
16,2024-09-05,9,9528,1905.6000000000001,414,эконом,1350,6272.4,3255.6000000000004
16,2024-09-08,12,8549,1709.8,414,эконом,1350,5489.2,3059.8
16,2024-09-09,7,4277,855.4000000000001,414,эконом,1350,2071.6,2205.4
16,2024-09-11,10,4825,965.0,414,эконом,1350,2510.0,2315.0
16,2024-09-14,9,6179,1235.8000000000002,414,эконом,1350,3593.2,2585.8
16,2024-09-15,16,16950,3390.0,414,эконом,1350,12210.0,4740.0
16,2024-09-17,15,8566,1713.2,414,эконом,1350,5502.8,3063.2
16,2024-09-18,8,3806,761.2,414,эконом,1350,1694.8000000000002,2111.2
16,2024-09-21,12,5894,1178.8,414,эконом,1350,3365.2,2528.8
16,2024-09-22,8,4745,949.0,414,эконом,1350,2446.0,2299.0
16,2024-09-23,13,10035,2007.0,414,эконом,1350,6678.0,3357.0
16,2024-09-24,14,9530,1906.0,414,эконом,1350,6274.0,3256.0
16,2024-09-25,6,4783,956.6,414,эконом,1350,2476.4,2306.6
